"Message",Normal,"          P/Invoke 'RhpGetCurrentThread' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpGetCurrentThread'."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhFlushProcessWriteBuffers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhFlushProcessWriteBuffers'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke 'RhCallDescrWorker' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCallDescrWorker'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'memset' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memset'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'WindowsCreateStringReference' resolved to 'WindowsCreateStringReference!api-ms-win-core-winrt-string-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'GetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetLastError' resolved to 'SetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'RoInitialize!api-ms-win-core-winrt-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'IsValidLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'ResolveLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 166 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.7-rel-27913-00\tools\csc\csc.exe /noconfig @""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\test-case-generator.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 167 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 129 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 131 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 140 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 150 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 150 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 146 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 178 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 178 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 178 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 178 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 178 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 180 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 180 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 165 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 165 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 165 MB."
"Message",Normal,"Running 'GetType' transform, heap at 165 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 165 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 166 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 166 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 168 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 169 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 174 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 175 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 179 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 179 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 179 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 180 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 185 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 185 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 185 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 186 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 186 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 186 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 186 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 186 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 186 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 187 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 183 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  3223 |         60 | Analysis"
"Message",Normal,"   878 |          1 | GenerateCodeAndCompile"
"Message",Normal,"   540 |         19 | WriteAssemblies"
"Message",Normal,"   326 |         29 | Mcg"
"Message",Normal,"   221 |        -38 | ReducedCopyInitialize"
"Message",Normal,"   221 |         -4 | Reducer"
"Message",Normal,"   198 |         32 | ReducedCopyComplete"
"Message",Normal,"    78 |         -4 | ReducedCopyMethodBodies"
"Message",Normal,"    74 |         14 | DumpNativeResources"
"Message",Normal,"    50 |          9 | ReducedCopyPopulateTypes"
"Message",Normal,"    47 |         10 | ReducedCopyLateMetadata"
"Message",Normal,"    46 |        -15 | McgTypeOf"
"Message",Normal,"    37 |          5 | CreateMetadata"
"Message",Normal,"    26 |          1 | ResourceExtractor"
"Message",Normal,"    21 |          2 | McgRedirect"
"Message",Normal,"    19 |          4 | LazyGenerics"
"Message",Normal,"    18 |          5 | StaticInitData"
"Message",Normal,"    15 |          2 | TypeofTypeHandle"
"Message",Normal,"    11 |          0 | McgRedirect"
"Message",Normal,"     8 |          0 | SaveRVAStatics"
"Message",Normal,"     5 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     4 |          0 | GetType"
"Message",Normal,"     4 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     4 |          1 | McgFixups"
"Message",Normal,"     3 |          1 | DispatchProxyIntrinsics"
"Message",Normal,"     3 |          0 | McgAccessor"
"Message",Normal,"     2 |          1 | Delegate"
"Message",Normal,"     2 |          0 | ReducedCopyCleanup"
"Message",Normal,"     1 |          0 | ReflectionIntrinsics"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          1 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.7-rel-27913-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.27913.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 757 methods."
"Message",Low,"Scanning 2242 methods."
"Message",Low,"Scanning 1060 methods."
"Message",Low,"Scanning 354 methods."
"Message",Low,"Scanning 225 methods."
"Message",Low,"Scanning 105 methods."
"Message",Low,"Scanning 58 methods."
"Message",Low,"Scanning 55 methods."
"Message",Low,"Scanning 19 methods."
"Message",Low,"Scanning 9 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 4997 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   2129"
"Message",Low,"Metadata blob size:          111468"
"Message",Low,"Method RVA - token map size: 17032"
"Message",Low,"Total native size:           128500"
"Message",Low,"Successfully generated 'C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.7-rel-27913-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     2031 |     2031 |     2031 |     2031 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2031 ms"
"Message",Normal,"System time per command: 2031 ms"
"Message",Normal,"Total duration:          2031 ms"
"Message",Normal,"Total lifetime:          2031 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       31 |       31 |       31 |       31 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       31 ms"
"Message",Normal,"System time per command: 31 ms"
"Message",Normal,"Total duration:          31 ms"
"Message",Normal,"Total lifetime:          31 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\ILTransformed\test-case-generator.res' at offset 0."
"Message",Normal," Added 'C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1464."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.7-rel-27913-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\rhbindargs.test-case-generator.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.mdilexe"
"Message",Low,"MDILPDB: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.mdilpdb"
"Message",Low,"IL: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\MDIL\test-case-generator.ilexe"
"Message",Low,"NI: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\Native\test-case-generator.dll"
"Message",Low,"SHIM: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\Native\test-case-generator.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\Native\test-case-generator.pdb"
"Message",Low,"Produced C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\Native\test-case-generator.dll in 0.272 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.7-rel-27913-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\compu\Desktop\test-case-generator\obj\x64\Release\ilc\intermediate\rhbindargs.test-case-generator.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      297 |      297 |      297 |      297 | [0] rhbind test-case-generator"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       297 ms"
"Message",Normal,"System time per command: 297 ms"
"Message",Normal,"Total duration:          297 ms"
"Message",Normal,"Total lifetime:          297 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
